scenario,central_error,central_collisions,central_final_error,central_min_distance,static_ondemand_error,static_ondemand_collisions,static_ondemand_final_error,static_ondemand_min_distance,static_bvc_error,static_bvc_collisions,static_bvc_final_error,static_bvc_min_distance
7,1.2723339041915367,6.0,0.05118425647541983,1.9718479047125455,1.524768643443367,0.0,0.025127560329949183,1.5101740511229942,1.8750006437033158,0.0,0.20830968465030797,1.5885280255287129
8,0.838084003790683,2.3333333333333335,0.11283718661705011,0.7377334842063629,1.432825221006394,0.0,0.6110958070465656,1.2747886298038116,1.5171323521012454,0.0,0.7148490733949123,1.3146261291461783
9,0.7236681584201662,3.6666666666666665,0.027303282824890873,0.6508333116847426,0.9057456264760705,0.0,0.024138674194507558,0.9046418117390762,1.1693524895274734,0.0,0.49590003079201445,1.2574172577254743
